dest_ip,protocol,port,size,priority
249.58.222.38,6,80,865,8
204.246.249.240,6,44272,992,5
56.149.79.185,6,443,951,8
110.118.225.60,6,80,512,8
166.169.107.120,17,53,1390,9
112.123.4.38,6,59335,76,5
14.51.255.140,17,53,82,9
169.0.175.237,17,53,227,9
185.138.143.245,6,80,646,8
144.2.224.211,17,53,295,9
117.108.15.204,6,443,1098,8
52.46.219.201,6,80,365,8
234.37.20.188,17,31577,981,5
171.88.97.99,6,80,1204,8
54.48.217.250,6,47384,303,5
164.7.121.92,17,53,768,9
52.214.91.160,6,443,803,8
19.148.241.23,17,53,731,9
176.159.134.62,6,443,560,8
126.181.73.62,17,27800,236,5
150.109.164.54,6,80,1405,8
117.157.6.96,17,53,819,9
201.135.24.250,17,10550,257,5
95.135.103.188,6,9900,278,5
164.198.97.194,17,53,1460,9
253.231.88.199,6,80,632,8
156.159.170.174,17,18611,726,5
50.115.199.94,17,59330,601,5
147.157.59.54,17,30884,730,5
80.191.149.205,17,53,1336,9
4.62.27.235,6,80,395,8
69.179.227.22,6,443,72,8
234.118.110.69,17,63873,1051,5
27.44.251.131,17,21753,752,5
17.68.252.97,6,6260,179,5
76.194.113.69,6,80,612,8
219.172.238.47,6,15103,862,5
151.207.38.58,17,6998,1441,5
49.101.67.32,6,443,949,8
149.164.43.212,17,42597,240,5
245.45.103.199,17,50701,946,5
29.22.123.239,6,443,1424,8
245.154.68.245,6,443,644,8
150.18.192.245,17,53,288,9
94.165.96.26,6,80,112,8
82.42.103.37,6,26122,362,5
135.86.224.80,6,80,758,8
19.219.58.65,6,18290,1027,5
22.210.179.17,6,443,1414,8
183.117.176.218,17,27514,88,5
48.75.130.21,6,443,392,8
117.67.33.47,6,80,519,8
101.71.117.29,6,31634,1424,5
164.157.84.220,6,53941,801,5
214.77.61.111,6,443,804,8
175.230.215.182,6,80,351,8
98.100.165.255,17,53,527,9
240.216.194.53,17,15053,1243,5
232.153.115.136,17,53,953,9
72.169.60.147,6,443,1101,8
253.56.117.45,17,53,311,9
59.3.5.205,6,443,504,8
181.132.56.150,6,3478,706,5
203.5.27.248,6,80,1249,8
178.29.193.213,6,12223,926,5
72.212.99.101,17,29520,886,5
220.47.72.87,17,53,1223,9
192.49.25.230,6,14180,155,5
75.139.236.218,6,80,466,8
70.180.180.96,6,443,332,8
237.26.77.84,6,80,242,8
169.120.64.39,6,443,450,8
106.200.106.48,6,443,515,8
19.181.187.60,6,80,75,8
91.131.45.214,6,443,1010,8
100.36.144.32,17,53,1288,9
86.89.25.9,17,53,655,9
19.22.70.50,17,63787,1365,5
188.246.178.121,17,53,214,9
189.126.149.45,6,443,998,8
43.163.17.189,6,28609,281,5
27.80.77.67,6,80,558,8
86.132.37.126,17,42875,67,5
17.63.125.32,17,44036,284,5
131.188.133.48,17,64455,1496,5
86.98.35.51,6,80,476,8
212.122.243.155,6,443,216,8
85.245.107.163,6,49014,1102,5
31.49.83.175,17,8418,1382,5
50.114.114.240,6,443,331,8
100.94.107.212,17,53,148,9
3.40.66.12,17,42872,265,5
132.148.88.236,6,80,137,8
235.200.46.165,17,19871,418,5
29.215.183.145,17,53,951,9
84.70.3.241,17,53,753,9
45.163.218.177,6,80,474,8
175.129.194.87,17,53,1018,9
166.129.66.170,6,80,108,8
155.139.244.44,17,53,480,9
128.247.138.114,17,14992,698,5
74.74.25.158,17,53,632,9
72.196.50.1,17,53,372,9
192.70.193.149,6,24231,790,5
180.9.168.82,17,9417,298,5
148.193.183.212,6,80,361,8
148.154.216.145,6,80,1371,8
43.28.208.211,17,53,201,9
82.74.97.6,6,443,90,8
181.234.9.204,6,4270,559,5
27.170.165.240,6,443,938,8
10.255.83.165,6,80,782,8
165.135.183.98,17,53603,122,5
179.171.216.49,6,443,465,8
133.68.52.121,6,443,990,8
103.59.26.22,17,50860,1313,5
159.206.71.114,6,443,133,8
139.51.204.114,17,1544,1233,5
37.153.162.132,17,53,1459,9
31.231.96.6,17,53,476,9
169.125.179.216,6,443,828,8
171.3.171.193,17,53,1074,9
243.159.23.169,17,53,627,9
233.195.153.207,6,49668,835,5
80.56.5.135,6,443,242,8
203.191.227.199,17,53,227,9
184.37.142.66,17,53,459,9
24.88.175.66,17,53,1282,9
48.208.239.120,17,53,1342,9
132.115.43.238,6,80,174,8
225.246.152.30,17,19767,1209,5
55.189.10.216,17,53,356,9
91.251.87.151,17,18658,1318,5
246.242.238.192,6,443,1234,8
74.49.160.32,17,45153,622,5
139.11.129.167,6,80,1039,8
249.12.110.207,17,53,638,9
186.46.27.222,6,80,556,8
64.117.213.79,17,53,147,9
100.159.243.156,17,53,1331,9
213.104.212.101,6,80,122,8
161.54.28.39,6,2554,198,5
40.121.34.242,6,62637,1167,5
254.183.187.210,6,443,143,8
80.41.152.250,6,80,899,8
225.146.251.35,6,80,1495,8
40.175.95.179,6,27523,327,5
137.114.9.225,6,80,1098,8
114.188.124.30,17,53,748,9
98.134.133.247,17,53,202,9
230.87.101.135,17,53,1014,9
181.85.0.173,6,80,788,8
232.242.208.1,6,80,364,8
77.105.8.131,6,32675,228,5
127.204.3.70,6,80,1291,8
220.254.123.46,6,21313,849,5
19.53.189.130,17,59182,307,5
86.137.224.23,6,443,561,8
203.34.69.192,6,61941,812,5
13.64.20.141,17,32141,270,5
202.151.185.155,17,64362,914,5
218.190.199.42,6,443,1206,8
220.233.225.223,6,59644,224,5
37.7.47.64,17,53,852,9
204.91.255.241,17,47998,988,5
35.55.187.184,17,53,894,9
70.201.80.116,6,24503,1131,5
110.168.161.13,17,53,1346,9
16.146.61.224,17,53,552,9
171.192.225.145,17,5507,1082,5
151.241.112.92,17,44268,463,5
216.16.152.58,17,36905,1174,5
141.8.77.148,17,31478,667,5
179.6.96.75,17,39367,795,5
168.86.34.122,17,53,1202,9
147.153.81.34,17,27595,784,5
232.103.234.235,6,32389,1301,5
165.234.40.32,17,53,232,9
160.102.32.89,6,443,417,8
166.162.8.228,6,33854,1105,5
132.22.203.225,6,80,1437,8
235.42.75.177,6,443,826,8
70.49.201.253,17,53,496,9
59.116.173.195,6,443,842,8
166.131.39.35,6,443,325,8
60.58.78.48,6,80,1140,8
210.20.16.83,17,53,987,9
185.184.60.169,17,53,1378,9
151.218.10.194,17,53,564,9
172.169.140.135,17,28941,676,5
166.154.223.118,6,443,1234,8
81.153.128.44,17,53,334,9
14.153.105.121,17,3967,752,5
167.203.1.218,17,50546,862,5
126.224.214.29,17,53,1193,9
95.253.34.20,17,14637,647,5
233.182.168.56,17,53,647,9
88.180.109.127,17,53,321,9
245.76.13.244,17,11784,413,5
18.24.235.9,6,80,1350,8
148.44.77.72,6,56808,628,5
91.231.35.126,6,80,749,8
191.141.122.227,6,80,1322,8
85.51.24.86,17,28260,1324,5
25.207.114.44,6,80,105,8
211.16.81.124,17,13872,955,5
181.62.79.142,17,53,784,9
190.20.56.4,6,443,501,8
156.193.230.145,6,80,923,8
89.220.93.149,6,80,351,8
105.217.52.94,17,53,1172,9
90.185.31.189,6,33960,627,5
234.174.228.74,6,80,233,8
105.37.3.56,6,80,1215,8
79.1.225.148,17,53,244,9
238.131.126.32,6,443,352,8
58.184.139.22,17,53,395,9
193.157.133.52,6,80,787,8
218.127.28.168,6,3309,129,5
187.229.195.215,6,62133,1063,5
64.118.139.34,17,53,1282,9
125.193.169.166,17,53,809,9
36.113.222.228,6,80,1266,8
60.188.238.238,17,51571,231,5
34.98.5.137,6,43959,77,5
207.81.186.180,17,49981,353,5
245.49.157.166,6,34696,744,5
173.173.145.214,17,53,1078,9
28.174.114.247,17,18098,1014,5
132.21.151.239,17,53,131,9
112.252.52.4,17,19373,581,5
58.229.44.141,17,53,620,9
191.198.207.43,17,53,1076,9
224.152.110.215,17,53,895,9
30.184.169.181,17,53,653,9
231.53.91.242,6,80,836,8
148.210.248.208,6,443,158,8
219.76.13.69,17,47200,347,5
55.171.75.79,6,80,549,8
22.114.42.103,17,29380,988,5
244.55.120.22,6,443,683,8
252.239.48.75,6,443,198,8
229.205.105.243,17,51033,259,5
128.253.136.76,6,80,1248,8
61.160.254.85,6,9893,676,5
209.0.84.75,17,59333,262,5
227.124.156.16,17,49596,906,5
6.190.172.90,17,53,149,9
205.25.63.118,6,443,434,8
106.224.21.28,17,33541,1452,5
11.102.121.152,6,80,990,8
39.47.84.67,17,53,450,9
64.185.70.200,17,50902,605,5
139.65.214.160,17,53,1288,9
114.159.12.16,17,17991,342,5
108.51.58.234,6,443,383,8
140.214.208.64,6,47905,1209,5
136.111.253.178,17,53,759,9
161.224.195.94,6,443,788,8
16.113.111.32,6,443,302,8
146.237.226.124,17,30793,151,5
218.162.31.233,17,44434,1440,5
5.70.8.95,17,7936,1485,5
126.222.10.10,6,40519,1125,5
52.118.88.31,6,443,216,8
78.49.3.29,6,34761,871,5
26.190.198.166,6,80,1354,8
105.78.201.213,6,80,1271,8
5.83.217.100,6,22556,172,5
215.236.178.171,6,443,638,8
0.127.107.208,17,28225,618,5
74.211.232.72,17,53,996,9
51.3.220.204,6,64845,1268,5
60.2.124.8,17,53156,534,5
93.203.136.80,6,80,489,8
77.175.166.189,17,53,1346,9
174.83.97.172,6,49561,807,5
173.211.241.180,6,52650,636,5
91.122.174.73,17,17432,120,5
118.217.70.230,6,80,1264,8
168.44.255.95,17,16704,185,5
125.55.14.40,6,10367,81,5
116.54.105.6,17,12154,1141,5
108.107.195.54,17,53,524,9
188.77.0.105,17,53,781,9
234.246.143.87,17,9865,305,5
221.97.115.11,6,443,1156,8
122.250.97.12,17,53,1211,9
168.2.21.61,6,8693,1365,5
137.123.196.157,17,4334,1219,5
146.225.251.192,17,38820,1127,5
157.94.143.44,17,5634,1073,5
204.197.6.32,6,80,460,8
10.174.37.35,17,22878,319,5
129.181.180.217,6,443,958,8
57.142.28.17,6,443,1380,8
70.96.140.245,17,53,196,9
64.190.226.152,17,53,1454,9
128.84.161.222,17,27309,374,5
185.100.159.148,6,443,1356,8
71.210.21.30,17,7702,1232,5
7.214.200.65,17,15434,603,5
173.101.224.254,17,53,794,9
27.96.164.2,17,53,1482,9
224.89.247.67,6,443,652,8
206.11.41.133,6,443,328,8
130.143.71.154,17,33000,1133,5
158.172.74.21,17,53,101,9
163.55.34.255,17,31461,1374,5
35.228.190.175,6,80,735,8
46.197.113.244,6,80,696,8
144.68.53.239,17,39270,1457,5
64.108.244.137,17,61030,1280,5
241.114.160.178,17,42777,296,5
116.194.23.182,6,443,894,8
162.135.252.109,6,80,585,8
196.137.214.215,6,57399,1403,5
50.124.255.157,6,443,330,8
71.115.108.175,17,27372,1077,5
229.52.40.197,17,53,874,9
166.29.14.217,17,63449,898,5
184.15.160.197,6,80,220,8
193.121.152.28,17,8588,270,5
172.124.43.202,17,53,685,9
68.88.206.65,17,53,914,9
217.115.138.99,17,53,971,9
105.198.37.116,17,53,79,9
186.219.234.53,17,53,1156,9
204.143.1.241,6,59491,1227,5
9.232.48.103,6,443,873,8
199.149.145.229,17,53,336,9
70.248.170.29,17,34291,1321,5
158.89.80.254,17,37028,1099,5
248.75.134.25,6,443,1032,8
252.182.245.95,6,14604,740,5
200.68.59.113,17,24474,490,5
75.136.20.107,17,53,1229,9
113.143.81.42,17,19758,307,5
171.45.186.170,17,53,580,9
241.142.213.62,17,53,782,9
227.65.211.252,6,443,349,8
252.78.100.129,6,80,773,8
141.76.182.17,17,2819,582,5
104.170.182.15,6,80,137,8
107.30.201.108,6,64715,925,5
243.119.26.128,6,80,1250,8
110.243.139.47,17,53,1044,9
197.3.233.4,6,80,619,8
127.96.109.105,17,45628,577,5
178.25.170.109,6,32650,284,5
106.23.245.105,17,53,415,9
21.8.183.34,17,53,937,9
206.33.224.28,6,40885,739,5
250.203.34.46,6,80,80,8
128.136.91.242,17,53,761,9
3.135.17.173,17,19197,385,5
62.0.0.0,17,11527,668,5
83.136.95.116,17,8692,448,5
198.204.130.225,17,53,216,9
177.100.100.232,17,53,66,9
168.220.109.178,6,33845,1114,5
193.53.43.0,6,80,554,8
118.173.59.182,17,53,1455,9
34.117.100.254,6,80,448,8
215.17.72.24,6,443,1046,8
168.206.230.17,6,80,477,8
228.99.109.12,6,443,874,8
198.154.191.34,17,21001,1359,5
245.227.189.233,6,80,256,8
118.203.40.225,6,12428,706,5
36.138.24.143,6,80,513,8
146.216.33.43,6,443,99,8
72.155.246.121,17,4908,134,5
5.183.128.43,6,80,431,8
31.7.191.153,17,58590,1010,5
174.26.48.158,6,80,871,8
15.38.239.114,6,52849,354,5
130.251.253.199,17,53,1092,9
73.213.100.29,6,6842,627,5
34.202.77.109,17,45294,1211,5
95.32.59.113,17,63062,195,5
31.236.60.130,17,53,797,9
118.182.30.148,6,1351,1493,5
152.60.198.173,6,80,591,8
121.129.82.118,6,443,176,8
5.133.222.223,6,443,1306,8
69.111.37.192,6,80,127,8
117.213.214.143,6,443,577,8
215.198.182.243,6,443,1277,8
174.192.223.102,6,80,409,8
75.199.214.170,17,53,1452,9
84.162.113.206,6,80,97,8
97.67.233.196,17,53,1275,9
80.177.27.51,17,53,136,9
171.248.16.109,17,33177,907,5
52.155.247.58,6,80,246,8
86.40.155.158,6,80,114,8
17.3.158.126,17,53,634,9
35.51.196.34,17,45005,1373,5
97.17.254.45,17,53,1077,9
125.34.2.220,17,53,124,9
149.67.67.28,6,80,506,8
8.117.223.50,17,28023,602,5
223.3.62.150,17,27245,1058,5
45.49.122.62,17,25246,1441,5
79.45.194.80,6,443,1320,8
221.87.7.122,17,53,512,9
193.14.7.193,6,443,123,8
208.249.45.123,6,11643,984,5
143.127.109.129,6,32087,679,5
171.118.91.64,6,80,1489,8
108.166.203.202,6,12044,459,5
104.203.161.223,17,64502,534,5
156.113.174.189,6,80,484,8
36.68.108.141,6,443,1367,8
211.184.79.85,17,4696,1496,5
80.136.140.116,6,26330,1188,5
224.189.160.88,6,16427,475,5
39.123.53.170,17,53,459,9
135.171.247.173,17,53,522,9
159.247.56.107,17,10742,342,5
27.65.97.134,6,35449,446,5
8.9.203.81,17,53,854,9
204.143.255.241,17,53,628,9
34.49.104.150,6,32607,1361,5
165.20.50.248,6,9923,438,5
7.191.27.184,17,60521,668,5
206.77.43.151,17,53,1339,9
80.239.90.189,6,443,377,8
223.115.166.72,6,443,764,8
130.43.195.76,17,53,542,9
54.57.190.0,17,53,1445,9
33.170.160.240,6,80,1296,8
46.75.36.225,17,53,320,9
121.46.48.98,17,18614,656,5
125.24.159.128,17,29393,763,5
64.203.242.195,17,16869,862,5
99.249.2.188,17,60417,191,5
62.202.205.164,17,27416,282,5
78.93.210.237,6,60462,108,5
13.136.222.72,17,32429,1233,5
111.76.127.253,6,443,1170,8
34.190.85.15,6,443,1459,8
111.52.51.19,6,443,246,8
171.237.177.98,6,16403,775,5
53.56.116.145,6,80,592,8
205.241.61.207,17,53,384,9
25.197.228.120,6,40815,976,5
31.12.110.19,6,443,1009,8
65.16.223.85,17,53,1434,9
119.192.252.39,17,65499,1086,5
220.21.213.152,6,53761,1382,5
250.78.172.185,17,9315,193,5
187.43.236.117,6,80,790,8
154.97.161.200,6,29430,469,5
11.36.89.229,6,443,1247,8
193.115.85.3,6,80,460,8
56.249.55.165,17,53,1049,9
190.64.151.254,6,443,272,8
119.254.255.161,17,53,1456,9
36.176.224.186,6,80,514,8
243.195.82.247,17,53,1036,9
203.68.119.141,17,57367,716,5
180.231.197.188,17,2765,1259,5
75.241.44.20,17,53,1036,9
14.136.151.26,17,53,556,9
33.182.216.53,6,47475,828,5
211.66.102.88,17,53,990,9
76.17.210.59,17,52670,1490,5
39.144.231.128,6,443,378,8
91.132.78.99,6,80,1307,8
62.39.253.231,17,20932,784,5
217.229.214.230,17,53,698,9
67.55.91.104,6,36924,1059,5
229.86.125.155,6,34126,170,5
29.176.131.162,17,53,883,9
27.244.45.166,17,63215,1283,5
36.203.82.77,6,47461,598,5
186.182.132.96,6,9442,459,5
135.114.6.108,6,443,78,8
174.202.89.156,17,40412,170,5
230.248.223.125,17,36754,670,5
41.81.154.15,6,34190,1479,5
53.107.77.95,17,41596,592,5
234.10.186.40,6,18371,1075,5
121.205.213.84,17,57282,1064,5
26.52.102.5,17,34818,372,5
208.209.204.138,17,28875,382,5
181.226.207.93,17,53,1126,9
10.89.241.135,6,80,670,8
99.178.65.6,6,443,1468,8
169.237.124.195,17,53,1053,9
25.107.170.221,6,443,547,8
96.181.189.77,6,443,608,8
129.48.38.227,6,80,534,8
244.254.17.13,17,53,1337,9
246.254.179.50,17,53,728,9
89.167.177.16,6,443,1045,8
240.14.162.157,6,12421,1389,5
205.254.0.4,17,53,1241,9
154.100.212.80,6,80,288,8
9.177.67.1,17,53,881,9
162.237.34.227,6,80,221,8
150.113.13.79,6,443,1074,8
34.132.87.50,17,53,588,9
230.97.38.51,6,43610,612,5
125.136.196.69,17,5707,1083,5
203.106.55.101,6,80,958,8
46.188.71.57,17,53,1052,9
159.252.188.33,6,80,1358,8
67.214.178.157,6,80,488,8
225.87.193.36,17,15898,852,5
201.156.4.242,17,19951,769,5
183.39.213.148,17,53,169,9
47.230.60.200,6,80,284,8
88.63.21.104,17,53,1481,9
10.131.49.8,17,54282,829,5
35.80.234.82,6,1372,542,5
0.92.190.184,17,49078,606,5
42.70.57.123,6,21635,325,5
65.232.224.182,6,443,692,8
160.107.128.187,6,443,576,8
212.209.28.85,6,80,1168,8
127.40.239.26,17,11148,651,5
91.65.219.95,6,443,100,8
63.165.250.127,17,43624,580,5
248.55.46.48,17,53,1187,9
91.41.33.14,17,29961,667,5
49.205.186.120,17,53,704,9
142.93.121.14,6,443,365,8
56.211.196.196,17,53,1002,9
92.129.132.153,6,58210,292,5
59.161.224.240,6,443,390,8
58.76.220.142,6,443,1490,8
251.126.236.77,17,53,1300,9
156.191.190.71,6,443,911,8
253.40.208.206,17,53,947,9
87.2.188.128,6,80,793,8
196.102.196.222,17,22626,1201,5
38.61.156.174,17,9115,1260,5
4.190.220.132,17,17263,849,5
155.132.212.16,6,443,264,8
120.217.128.221,17,53701,311,5
44.62.8.15,17,53,370,9
160.213.92.162,6,80,1117,8
192.208.9.61,17,51597,1148,5
249.185.6.42,6,33937,750,5
88.224.27.79,6,443,1199,8
179.29.252.94,6,443,281,8
145.250.231.254,17,46523,884,5
197.189.177.118,6,80,668,8
33.163.192.52,6,443,387,8
53.175.58.78,6,443,919,8
208.23.147.133,17,30569,271,5
89.204.177.203,6,80,1410,8
117.210.141.98,6,443,1153,8
158.253.118.190,17,53,1154,9
50.156.132.78,6,443,434,8
50.85.45.30,6,443,589,8
137.214.122.181,6,80,1482,8
203.91.141.75,17,60279,222,5
221.29.6.119,17,14622,774,5
17.41.96.55,17,19684,1195,5
86.18.135.43,6,5033,432,5
71.152.213.245,6,443,640,8
242.98.151.90,6,80,330,8
238.201.9.86,17,41356,200,5
12.13.100.11,17,53,296,9
139.215.171.22,17,4808,777,5
124.14.94.93,17,33900,97,5
138.140.184.251,17,53,689,9
192.200.86.16,17,53,830,9
77.188.182.121,6,443,633,8
11.8.55.133,17,27460,1066,5
232.162.165.130,6,443,1185,8
63.131.251.128,6,80,829,8
100.178.84.153,6,443,1326,8
114.0.8.243,17,53,1239,9
128.111.189.173,17,56318,1033,5
244.151.99.95,17,53,1407,9
233.73.31.108,6,443,885,8
176.150.165.181,17,32799,1115,5
10.19.129.45,6,80,540,8
235.58.74.55,6,80,679,8
169.129.89.173,17,53,1123,9
233.206.83.136,17,9036,176,5
176.83.139.168,17,28306,1383,5
232.27.49.151,6,33842,1479,5
37.111.194.155,17,53,874,9
98.213.57.183,6,59084,957,5
169.146.251.215,6,443,1194,8
237.215.83.250,17,43414,168,5
73.90.97.12,17,17327,1066,5
96.174.71.223,17,53,132,9
8.148.66.142,17,53,298,9
177.233.240.74,6,443,426,8
80.141.234.135,17,53,190,9
192.94.69.227,17,21521,983,5
13.250.91.77,6,80,319,8
239.238.249.141,6,80,664,8
109.197.71.9,17,53,759,9
243.26.33.239,17,58777,729,5
129.6.99.33,17,53,925,9
159.243.211.151,6,443,1019,8
81.40.243.49,17,64085,235,5
116.91.8.169,6,443,433,8
13.105.24.197,17,2861,716,5
247.142.80.93,6,80,546,8
215.240.74.234,6,80,884,8
68.22.153.118,6,17557,1460,5
255.147.93.119,6,443,539,8
239.190.94.119,17,7865,650,5
139.236.201.96,17,58445,296,5
69.57.104.47,17,11274,149,5
0.179.195.60,6,80,183,8
10.14.23.160,6,443,1090,8
51.110.148.55,6,64397,1114,5
88.53.31.58,17,53,1466,9
214.135.90.17,17,53,968,9
95.142.157.198,17,18059,449,5
150.232.189.217,17,12785,1284,5
193.193.7.205,17,5222,1417,5
185.170.236.213,6,52842,726,5
127.14.151.171,6,80,228,8
36.23.124.18,6,60504,1487,5
18.134.137.188,17,29862,452,5
218.70.73.23,17,53,621,9
1.62.123.190,6,61718,1378,5
87.102.223.188,6,80,634,8
150.68.45.27,6,443,740,8
94.14.152.18,6,443,1134,8
78.16.50.47,17,53,944,9
99.107.143.22,6,80,1327,8
5.12.110.200,6,3995,1339,5
218.164.160.35,6,65452,802,5
137.166.54.146,17,51251,253,5
155.18.92.201,6,443,1383,8
52.158.58.33,17,53,713,9
232.248.114.197,17,53,902,9
163.10.20.168,17,53,470,9
48.101.117.142,6,443,1195,8
82.187.191.75,6,80,743,8
137.62.54.0,17,53,489,9
247.28.130.183,6,30426,923,5
188.130.140.198,17,53,319,9
205.31.232.166,17,18220,874,5
109.26.205.46,6,443,872,8
6.95.115.193,6,47771,1439,5
96.152.132.76,6,80,1183,8
212.225.119.78,6,4504,215,5
201.132.151.245,17,23808,687,5
113.244.173.78,17,27448,429,5
254.44.116.50,17,53,1162,9
200.175.231.74,17,53,1385,9
243.55.36.189,6,80,489,8
50.108.248.113,6,41447,1449,5
143.80.82.29,17,26924,858,5
231.57.176.178,6,443,1037,8
117.91.198.115,17,14529,1489,5
83.53.117.37,17,27868,638,5
248.228.111.105,17,59847,309,5
111.231.137.155,17,53,1096,9
38.52.163.239,17,47228,1186,5
185.116.115.96,6,55604,409,5
78.191.71.76,17,42995,233,5
70.40.99.158,6,80,1129,8
16.66.214.17,17,53,1078,9
120.90.44.137,6,59038,607,5
107.19.104.48,6,443,1199,8
181.116.12.244,17,53,879,9
44.9.215.217,6,32694,1461,5
162.11.210.153,6,16607,799,5
34.232.7.39,17,53,1298,9
182.184.201.56,6,443,1377,8
40.194.81.128,6,1929,133,5
201.21.63.181,17,8384,286,5
3.169.17.77,17,1731,516,5
31.119.236.50,6,80,244,8
178.47.175.57,6,443,1019,8
130.238.205.47,17,39451,365,5
89.226.28.95,17,53,1382,9
203.137.158.174,6,443,187,8
18.49.184.184,17,53,1256,9
170.176.96.160,6,443,115,8
243.91.129.26,17,53,568,9
97.63.49.180,6,80,185,8
1.207.25.74,17,32657,1315,5
80.206.124.115,6,443,410,8
214.123.178.77,6,443,231,8
147.164.152.47,6,80,465,8
228.86.97.194,17,51848,391,5
79.99.206.176,17,53,542,9
102.146.106.73,17,8281,1369,5
242.52.74.121,17,51144,680,5
110.218.162.128,17,53,476,9
64.111.237.224,17,42420,137,5
249.0.140.202,6,443,791,8
90.80.90.191,17,14828,653,5
237.166.191.46,17,53,376,9
111.143.244.142,17,29479,1495,5
47.95.35.104,17,53,147,9
125.178.237.25,17,53,1311,9
15.224.190.57,6,80,443,8
36.194.101.233,6,443,1009,8
92.79.207.189,6,39197,1492,5
189.138.229.60,6,80,582,8
36.73.72.50,6,41642,489,5
1.68.51.16,6,43491,772,5
10.100.65.223,17,3759,1275,5
173.239.175.180,17,53,294,9
175.129.150.140,6,443,1307,8
8.226.43.20,6,23103,360,5
122.156.164.229,17,59492,1214,5
78.39.123.61,6,80,1120,8
110.137.240.128,17,53,86,9
149.139.67.179,17,47525,863,5
62.233.187.56,6,80,221,8
22.116.211.6,17,53,1149,9
63.70.165.59,6,443,1335,8
49.168.183.90,17,53,960,9
229.211.73.239,17,53,314,9
20.56.7.222,6,80,834,8
235.249.200.91,6,80,425,8
130.32.158.142,17,58757,580,5
171.40.80.176,6,80,289,8
102.134.25.33,17,53,1455,9
136.34.138.203,6,80,1437,8
127.134.238.233,17,20757,1262,5
95.28.162.127,17,60646,560,5
178.79.194.196,6,80,380,8
91.0.174.147,6,80,870,8
145.203.157.174,17,53,1048,9
26.182.39.227,17,53,1420,9
19.39.98.198,6,443,966,8
49.95.25.13,17,17064,316,5
155.206.12.49,17,29784,1165,5
239.184.21.118,6,80,506,8
88.176.110.0,6,55630,1196,5
133.245.214.179,17,45171,444,5
81.63.229.190,6,80,932,8
239.253.86.16,6,443,326,8
128.109.132.63,17,53,105,9
61.213.75.242,6,443,124,8
158.28.223.121,6,55462,1444,5
252.172.141.165,17,11667,666,5
137.133.210.108,17,10217,690,5
170.15.52.134,17,4663,944,5
17.123.145.122,17,53,353,9
236.101.126.61,6,443,490,8
